ENSDARG00000000001	291
ENSDARG00000000002	352
ENSDARG00000000018	469
ENSDARG00000000019	1717
ENSDARG00000000068	1018
ENSDARG00000000069	979
ENSDARG00000000086	1275
ENSDARG00000000103	2866
ENSDARG00000000142	87
ENSDARG00000000151	184
ENSDARG00000000161	589
ENSDARG00000000175	155
ENSDARG00000000183	747
ENSDARG00000000189	877
ENSDARG00000000212	14506
ENSDARG00000000229	129
ENSDARG00000000241	1637
ENSDARG00000000324	861
ENSDARG00000000349	9
ENSDARG00000000369	198
ENSDARG00000000370	1677
ENSDARG00000000380	711
ENSDARG00000000394	2108
ENSDARG00000000423	72
ENSDARG00000000442	150
ENSDARG00000000460	12
ENSDARG00000000472	412
ENSDARG00000000474	5
ENSDARG00000000476	243
ENSDARG00000000489	988
ENSDARG00000000503	5308
ENSDARG00000000516	19
ENSDARG00000000529	289
ENSDARG00000000540	483
ENSDARG00000000542	284
ENSDARG00000000551	342
ENSDARG00000000563	31575
ENSDARG00000000567	197
ENSDARG00000000568	728
ENSDARG00000000588	189
ENSDARG00000000606	98
ENSDARG00000000631	929
ENSDARG00000000638	0
ENSDARG00000000651	95
ENSDARG00000000656	23
ENSDARG00000000666	1036
ENSDARG00000000690	96
ENSDARG00000000729	361
ENSDARG00000000730	346
ENSDARG00000000747	107
ENSDARG00000000760	164
ENSDARG00000000767	139
ENSDARG00000000779	1010
ENSDARG00000000796	1646
ENSDARG00000000804	268
ENSDARG00000000830	324
ENSDARG00000000837	448
ENSDARG00000000853	2565
ENSDARG00000000857	619
ENSDARG00000000861	2103
ENSDARG00000000887	21
ENSDARG00000000906	191
ENSDARG00000000935	204
ENSDARG00000000943	544
ENSDARG00000000966	3035
ENSDARG00000001014	2735
ENSDARG00000001015	537
ENSDARG00000001057	2765
ENSDARG00000001127	343
ENSDARG00000001129	881
ENSDARG00000001154	733
ENSDARG00000001162	2363
ENSDARG00000001169	120
ENSDARG00000001210	320
ENSDARG00000001220	3254
ENSDARG00000001234	596
ENSDARG00000001241	1962
ENSDARG00000001244	5040
ENSDARG00000001249	157
ENSDARG00000001259	13
ENSDARG00000001303	74
ENSDARG00000001313	72
ENSDARG00000001354	375
ENSDARG00000001414	174
ENSDARG00000001431	7779
ENSDARG00000001437	512
ENSDARG00000001442	388
ENSDARG00000001447	246
ENSDARG00000001452	183
ENSDARG00000001463	2169
ENSDARG00000001470	116
ENSDARG00000001498	37
ENSDARG00000001549	53
ENSDARG00000001557	234
ENSDARG00000001558	271
ENSDARG00000001559	515
ENSDARG00000001572	9
ENSDARG00000001578	1265
ENSDARG00000001621	256
ENSDARG00000001634	359
ENSDARG00000001656	47
ENSDARG00000001676	398
ENSDARG00000001686	149
ENSDARG00000001710	1893
ENSDARG00000001712	165
ENSDARG00000001721	68
ENSDARG00000001729	1600
ENSDARG00000001733	298
ENSDARG00000001734	548
ENSDARG00000001754	505
ENSDARG00000001760	206
ENSDARG00000001767	146
ENSDARG00000001769	405
ENSDARG00000001771	32
ENSDARG00000001776	54
ENSDARG00000001777	777
ENSDARG00000001781	143
ENSDARG00000001782	44
ENSDARG00000001785	433
ENSDARG00000001788	6916
ENSDARG00000001803	217
ENSDARG00000001804	189
ENSDARG00000001807	383
ENSDARG00000001817	16
ENSDARG00000001818	1551
ENSDARG00000001825	55
ENSDARG00000001829	2571
ENSDARG00000001835	963
ENSDARG00000001857	593
ENSDARG00000001859	63
ENSDARG00000001870	16205
ENSDARG00000001873	1153
ENSDARG00000001879	605
ENSDARG00000001880	365
ENSDARG00000001881	52
ENSDARG00000001882	1435
ENSDARG00000001888	190
ENSDARG00000001889	2544
ENSDARG00000001890	940
ENSDARG00000001891	206
ENSDARG00000001897	1622
ENSDARG00000001898	213
ENSDARG00000001906	18
ENSDARG00000001909	325
ENSDARG00000001910	2633
ENSDARG00000001912	99
